,Status,Paper.code,Paper.number,Screening.set,Extraction.set,Paper,Publication.year,Title,DOI,Species.latin,Family,Class,Phylum,Sex.exposed,Fertilisation.mode,Agricultural.importance,Lab.or.field,Animal.origin,Stressor.variation,Habitat,Country.of.origin,Continent.of.origin,Ocean.sea.of.origin,Exposure.duration,Life.stage.of.animal,Lowest.temp.below.10.C.,Constant.or.fluctuating.,Acclimated.,Effect.size.code,Experiment.code,Trait.category,Trait,Sex,Rearing.temperature,es,v,diff,reftemp,treattemp,warm.cool
3097,Good,TEMP2102,1822,35,15A,"Uygun, N.; Atlihan, R. m. d.",2000,The effect of temperature on development and fecundity of Scymnus levaillanti,10.1023/A:1026505329762,Scymnus levaillanti,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,TEMP2102_1,TEMP2102A,Longevity,Longevity,Both,25,0.544028971,0.097380361,-10,25,15,Cool
3099,Good,TEMP2102,1822,35,15A,"Uygun, N.; Atlihan, R. m. d.",2000,The effect of temperature on development and fecundity of Scymnus levaillanti,10.1023/A:1026505329762,Scymnus levaillanti,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,TEMP2102_1,TEMP2102A,Longevity,Longevity,Both,25,0.248244934,0.084558017,-5,25,20,Cool
3101,Good,TEMP2102,1822,35,15A,"Uygun, N.; Atlihan, R. m. d.",2000,The effect of temperature on development and fecundity of Scymnus levaillanti,10.1023/A:1026505329762,Scymnus levaillanti,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,TEMP2102_1,TEMP2102A,Longevity,Longevity,Both,25,0,0,0,25,25,Reference
3103,Good,TEMP2102,1822,35,15A,"Uygun, N.; Atlihan, R. m. d.",2000,The effect of temperature on development and fecundity of Scymnus levaillanti,10.1023/A:1026505329762,Scymnus levaillanti,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,TEMP2102_1,TEMP2102A,Longevity,Longevity,Both,25,-0.427254991,0.081953673,5,25,30,Warm
3105,Good,TEMP2102,1822,35,15A,"Uygun, N.; Atlihan, R. m. d.",2000,The effect of temperature on development and fecundity of Scymnus levaillanti,10.1023/A:1026505329762,Scymnus levaillanti,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,TEMP2102_1,TEMP2102A,Longevity,Longevity,Both,25,-0.666863688,0.090811514,10,25,35,Warm
2635,Good,TEMP2103,1823,35,16B,"Uyi, O. O.et al.",2016,"Temperature-dependent performance and potential distribution of Pareuchaetes insulata, a biological control agent of Chromolaena odorata in South Africa",10.1007/s10526-016-9760-1,Pareuchaetes insulata,Erebidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2103_1,TEMP2103A,Longevity,Longevity,Both,25,1.511669951,0.042854775,-9.4,24.5,15.1,Cool
2637,Good,TEMP2103,1823,35,16B,"Uyi, O. O.et al.",2016,"Temperature-dependent performance and potential distribution of Pareuchaetes insulata, a biological control agent of Chromolaena odorata in South Africa",10.1007/s10526-016-9760-1,Pareuchaetes insulata,Erebidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2103_1,TEMP2103A,Longevity,Longevity,Both,25,0.343239821,0.033824223,-4.6,24.5,19.9,Cool
2639,Good,TEMP2103,1823,35,16B,"Uyi, O. O.et al.",2016,"Temperature-dependent performance and potential distribution of Pareuchaetes insulata, a biological control agent of Chromolaena odorata in South Africa",10.1007/s10526-016-9760-1,Pareuchaetes insulata,Erebidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2103_1,TEMP2103A,Longevity,Longevity,Both,25,0,0,0,24.5,24.5,Reference
2641,Good,TEMP2103,1823,35,16B,"Uyi, O. O.et al.",2016,"Temperature-dependent performance and potential distribution of Pareuchaetes insulata, a biological control agent of Chromolaena odorata in South Africa",10.1007/s10526-016-9760-1,Pareuchaetes insulata,Erebidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2103_1,TEMP2103A,Longevity,Longevity,Both,25,-1.739197426,0.045936699,2.6,24.5,27.1,Warm
2643,Good,TEMP2103,1823,35,16B,"Uyi, O. O.et al.",2016,"Temperature-dependent performance and potential distribution of Pareuchaetes insulata, a biological control agent of Chromolaena odorata in South Africa",10.1007/s10526-016-9760-1,Pareuchaetes insulata,Erebidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2103_1,TEMP2103A,Longevity,Longevity,Both,25,-2.813064418,0.066305548,4.7,24.5,29.2,Warm
416,Good,TEMP2115,1834,35,NA,"van Steenis, M. J.; Elkhawass, K.",1995,"LIFE-HISTORY OF APHIS-GOSSYPII ON CUCUMBER - INFLUENCE OF TEMPERATURE, HOST-PLANT AND PARASITISM",10.1111/j.1570-7458.1995.tb01954.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2115_2,TEMP2115_A,Longevity,longevity,Female,18,0,0,0,20,20,Reference
418,Good,TEMP2115,1834,35,NA,"van Steenis, M. J.; Elkhawass, K.",1995,"LIFE-HISTORY OF APHIS-GOSSYPII ON CUCUMBER - INFLUENCE OF TEMPERATURE, HOST-PLANT AND PARASITISM",10.1111/j.1570-7458.1995.tb01954.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2115_4,TEMP2115_A,Longevity,longveity,Female,18,0,0,0,20,20,Reference
430,Good,TEMP2115,1834,35,NA,"van Steenis, M. J.; Elkhawass, K.",1995,"LIFE-HISTORY OF APHIS-GOSSYPII ON CUCUMBER - INFLUENCE OF TEMPERATURE, HOST-PLANT AND PARASITISM",10.1111/j.1570-7458.1995.tb01954.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2115_2,TEMP2115_A,Longevity,longevity,Female,18,-0.073898874,0.050675589,5,20,25,Warm
432,Good,TEMP2115,1834,35,NA,"van Steenis, M. J.; Elkhawass, K.",1995,"LIFE-HISTORY OF APHIS-GOSSYPII ON CUCUMBER - INFLUENCE OF TEMPERATURE, HOST-PLANT AND PARASITISM",10.1111/j.1570-7458.1995.tb01954.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2115_4,TEMP2115_A,Longevity,longveity,Female,18,-0.285063319,0.081981442,5,20,25,Warm
442,Good,TEMP2115,1834,35,NA,"van Steenis, M. J.; Elkhawass, K.",1995,"LIFE-HISTORY OF APHIS-GOSSYPII ON CUCUMBER - INFLUENCE OF TEMPERATURE, HOST-PLANT AND PARASITISM",10.1111/j.1570-7458.1995.tb01954.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2115_2,TEMP2115_A,Longevity,longevity,Female,18,0.033828968,0.052034458,10,20,30,Warm
444,Good,TEMP2115,1834,35,NA,"van Steenis, M. J.; Elkhawass, K.",1995,"LIFE-HISTORY OF APHIS-GOSSYPII ON CUCUMBER - INFLUENCE OF TEMPERATURE, HOST-PLANT AND PARASITISM",10.1111/j.1570-7458.1995.tb01954.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2115_4,TEMP2115_A,Longevity,longveity,Female,18,-0.335138349,0.086884262,10,20,30,Warm
2656,Good,TEMP2116,1835,35,NA,"Varikou, K.et al.",2012,Effect of Temperature on the Fecundity of Pezothrips kellyanus (Thysanoptera: Thripidae),10.1603/AN11083,Pezothrips kellyanus,Thripidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2116_2,TEMP2116_A,Longevity,longevity,Female,NA,4.012262637,0.293939188,-10,25,15,Cool
2658,Good,TEMP2116,1835,35,NA,"Varikou, K.et al.",2012,Effect of Temperature on the Fecundity of Pezothrips kellyanus (Thysanoptera: Thripidae),10.1603/AN11083,Pezothrips kellyanus,Thripidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2116_2,TEMP2116_A,Longevity,longevity,Female,NA,0.858753605,0.109218222,-5,25,20,Cool
2660,Good,TEMP2116,1835,35,NA,"Varikou, K.et al.",2012,Effect of Temperature on the Fecundity of Pezothrips kellyanus (Thysanoptera: Thripidae),10.1603/AN11083,Pezothrips kellyanus,Thripidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2116_2,TEMP2116_A,Longevity,longevity,Female,NA,0,0,0,25,25,Reference
2662,Good,TEMP2116,1835,35,NA,"Varikou, K.et al.",2012,Effect of Temperature on the Fecundity of Pezothrips kellyanus (Thysanoptera: Thripidae),10.1603/AN11083,Pezothrips kellyanus,Thripidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,constant,no,TEMP2116_2,TEMP2116_A,Longevity,longevity,Female,NA,-1.190100416,0.112315724,5,25,30,Warm
449,Good,TEMP2148,1859,36,16B,"Wang, K. H.et al.",1997,"Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae)",10.1093/aesa/90.1.62,Aphis nasturtii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2148_1,TEMP2148A,Longevity,Longevity,Female,24,-0.587057716,0.095498773,-15,25,10,Cool
451,Good,TEMP2148,1859,36,16B,"Wang, K. H.et al.",1997,"Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae)",10.1093/aesa/90.1.62,Aphis nasturtii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2148_1,TEMP2148A,Longevity,Longevity,Female,24,1.266914608,0.068194354,-10,25,15,Cool
453,Good,TEMP2148,1859,36,16B,"Wang, K. H.et al.",1997,"Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae)",10.1093/aesa/90.1.62,Aphis nasturtii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2148_1,TEMP2148A,Longevity,Longevity,Female,24,1.649760438,0.088908561,-5,25,20,Cool
455,Good,TEMP2148,1859,36,16B,"Wang, K. H.et al.",1997,"Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae)",10.1093/aesa/90.1.62,Aphis nasturtii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2148_1,TEMP2148A,Longevity,Longevity,Female,24,0,0,0,25,25,Reference
457,Good,TEMP2148,1859,36,16B,"Wang, K. H.et al.",1997,"Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae)",10.1093/aesa/90.1.62,Aphis nasturtii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2148_1,TEMP2148A,Longevity,Longevity,Female,24,-0.423656114,0.055425187,2,25,27,Warm
459,Good,TEMP2148,1859,36,16B,"Wang, K. H.et al.",1997,"Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae)",10.1093/aesa/90.1.62,Aphis nasturtii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2148_1,TEMP2148A,Longevity,Longevity,Female,24,-1.799099412,0.079685101,5,25,30,Warm
461,Good,TEMP2148,1859,36,16B,"Wang, K. H.et al.",1997,"Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae)",10.1093/aesa/90.1.62,Aphis nasturtii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2148_1,TEMP2148A,Longevity,Longevity,Female,24,-1.902504979,0.1210458,10,25,35,Warm
2829,Good,TEMP2149,1860,36,16B,"Wang, L.et al.",2019,"Temperature, deltamethrin-resistance status and performance measures of Plutella xylostella: complex responses of insects to environmental variables",10.1111/een.12805,Plutella xylostella,Plutellidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2149_1,TEMP2149_A,Longevity,Longevity in days,Female,23,2.697436561,0.146886192,-15,25,10,Cool
2836,Good,TEMP2149,1860,36,16B,"Wang, L.et al.",2019,"Temperature, deltamethrin-resistance status and performance measures of Plutella xylostella: complex responses of insects to environmental variables",10.1111/een.12805,Plutella xylostella,Plutellidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2149_1,TEMP2149_A,Longevity,Longevity in days,Female,23,2.98403574,0.162542974,-10,25,15,Cool
2842,Good,TEMP2149,1860,36,16B,"Wang, L.et al.",2019,"Temperature, deltamethrin-resistance status and performance measures of Plutella xylostella: complex responses of insects to environmental variables",10.1111/een.12805,Plutella xylostella,Plutellidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2149_1,TEMP2149_A,Longevity,Longevity in days,Female,23,0.966656261,0.085907926,-5,25,20,Cool
2857,Good,TEMP2149,1860,36,16B,"Wang, L.et al.",2019,"Temperature, deltamethrin-resistance status and performance measures of Plutella xylostella: complex responses of insects to environmental variables",10.1111/een.12805,Plutella xylostella,Plutellidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2149_1,TEMP2149_A,Longevity,Longevity in days,Female,23,0,0,0,25,25,Reference
2872,Good,TEMP2149,1860,36,16B,"Wang, L.et al.",2019,"Temperature, deltamethrin-resistance status and performance measures of Plutella xylostella: complex responses of insects to environmental variables",10.1111/een.12805,Plutella xylostella,Plutellidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2149_1,TEMP2149_A,Longevity,Longevity in days,Female,23,-1.546090106,0.099907641,5,25,30,Warm
1588,Good,TEMP2152,1863,36,22B,"Wang, T.; Keller, M. A. m. j.",2020,Larger is Better in the Parasitoid Eretmocerus warrae (Hymenoptera: Aphelinidae,10.3390/insects11010039,Eretmocerus warrae,Aphelinidae,Insecta,Arthropoda,Parthenogenetic,NA,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2152_1,TEMP2152A,Longevity,Longevity in days,Parthenogenetic,26,2.02312418,0.604651572,-6,26,20,Cool
1592,Good,TEMP2152,1863,36,22B,"Wang, T.; Keller, M. A. m. j.",2020,Larger is Better in the Parasitoid Eretmocerus warrae (Hymenoptera: Aphelinidae,10.3390/insects11010039,Eretmocerus warrae,Aphelinidae,Insecta,Arthropoda,Parthenogenetic,NA,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2152_1,TEMP2152A,Longevity,Longevity in days,Parthenogenetic,26,0,0,0,26,26,Reference
1597,Good,TEMP2152,1863,36,22B,"Wang, T.; Keller, M. A. m. j.",2020,Larger is Better in the Parasitoid Eretmocerus warrae (Hymenoptera: Aphelinidae,10.3390/insects11010039,Eretmocerus warrae,Aphelinidae,Insecta,Arthropoda,Parthenogenetic,NA,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2152_1,TEMP2152A,Longevity,Longevity in days,Parthenogenetic,26,-2.07151829,0.614559401,6,26,32,Warm
2351,Good,TEMP2155,1866,36,17B,"Wang, X. G.et al.",1999,"Effects of host stages and temperature on population parameters of Oomyzus sokolowskii, a larval-pupal parasitoid of Plutella xylostella",10.1023/A:1009912420598,Oomyzus sokolowskii,Eulophidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP2155_1,TEMP2155A,Longevity,Longevity,Female,27.5,11.26392658,1.685950526,-5,25,20,Cool
2353,Good,TEMP2155,1866,36,17B,"Wang, X. G.et al.",1999,"Effects of host stages and temperature on population parameters of Oomyzus sokolowskii, a larval-pupal parasitoid of Plutella xylostella",10.1023/A:1009912420598,Oomyzus sokolowskii,Eulophidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP2155_1,TEMP2155A,Longevity,Longevity,Female,27.5,0,0,0,25,25,Reference
2355,Good,TEMP2155,1866,36,17B,"Wang, X. G.et al.",1999,"Effects of host stages and temperature on population parameters of Oomyzus sokolowskii, a larval-pupal parasitoid of Plutella xylostella",10.1023/A:1009912420598,Oomyzus sokolowskii,Eulophidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP2155_1,TEMP2155A,Longevity,Longevity,Female,27.5,-8.64790398,1.034828041,5,25,30,Warm
2677,Good,TEMP2159,1869,36,17B,"Waqas, M. S.et al. (a)",2020,"Effect of Constant and Fluctuating Temperature on the Development, Reproduction, Survival, and Sex Ratio of Phenacoccus solenopsis (Hemiptera: Pseudococcidae)",10.1093/ee/nvaa023,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,TEMP2159_2,TEMP2159A,Longevity,Longevity,Female,27,16.00930433,2.202481875,-7,27,20,Cool
2684,Good,TEMP2159,1869,36,17B,"Waqas, M. S.et al. (a)",2020,"Effect of Constant and Fluctuating Temperature on the Development, Reproduction, Survival, and Sex Ratio of Phenacoccus solenopsis (Hemiptera: Pseudococcidae)",10.1093/ee/nvaa023,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,TEMP2159_2,TEMP2159A,Longevity,Longevity,Female,27,2.43427153,0.116047316,-2,27,25,Cool
2692,Good,TEMP2159,1869,36,17B,"Waqas, M. S.et al. (a)",2020,"Effect of Constant and Fluctuating Temperature on the Development, Reproduction, Survival, and Sex Ratio of Phenacoccus solenopsis (Hemiptera: Pseudococcidae)",10.1093/ee/nvaa023,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,TEMP2159_2,TEMP2159A,Longevity,Longevity,Female,27,0,0,0,27,27,Reference
2699,Good,TEMP2159,1869,36,17B,"Waqas, M. S.et al. (a)",2020,"Effect of Constant and Fluctuating Temperature on the Development, Reproduction, Survival, and Sex Ratio of Phenacoccus solenopsis (Hemiptera: Pseudococcidae)",10.1093/ee/nvaa023,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,TEMP2159_2,TEMP2159A,Longevity,Longevity,Female,27,-9.848175239,0.874887963,3,27,30,Warm
2708,Good,TEMP2159,1869,36,17B,"Waqas, M. S.et al. (a)",2020,"Effect of Constant and Fluctuating Temperature on the Development, Reproduction, Survival, and Sex Ratio of Phenacoccus solenopsis (Hemiptera: Pseudococcidae)",10.1093/ee/nvaa023,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,TEMP2159_2,TEMP2159A,Longevity,Longevity,Female,27,0.871970494,0.073002771,8,27,35,Warm
2686,Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,< 24 hours,Adult,No,Constant,No,TEMP2160_3,TEMP2160B,Longevity,Longevity,Female,30,0,0,0,30,30,Reference
2714,Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,< 24 hours,Adult,No,Constant,No,TEMP2160_3,TEMP2160B,Longevity,Longevity,Female,30,0.255086527,0.067208909,10.63,30,40.63,Warm
2718,Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,< 24 hours,Adult,No,Constant,No,TEMP2160_3,TEMP2160B,Longevity,Longevity,Female,30,-0.180274627,0.066937491,13.67,30,43.67,Warm
