species_latin,family,class,phylum,original_name,resolved_name,temporary_name,thermoregulation,mobility,reproductive_mode,fertilisation_mode,agricultural_importance,habitat1,habitat2
Drosophila_tripunctata,Drosophilidae,Insecta,Arthropoda,Drosophila_tripunctata,drosophila_tripunctata,Drosophila_putrida,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Drosophila_venezolana,Drosophilidae,Insecta,Arthropoda,Drosophila_venezolana,drosophila_venezolana,drosophila_venezolana,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Drosophila_virilis,Drosophilidae,Insecta,Arthropoda,Drosophila_virilis,drosophila_virilis,Drosophila_lummei,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Duttaphrynus_melanostictus,Bufonidae,Amphibia,Chordata,Duttaphrynus_melanostictus,duttaphrynus_melanostictus,duttaphrynus_melanostictus,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Dysidea_janiae,Dysideidae,Porifera,Porifera,Dysidea_janiae,dysidea_janiae,dysidea_janiae,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Dytiscus_sharpi,Dytiscidae,Insecta,Arthropoda,Dytiscus_sharpi,dytiscus_sharpi,dytiscus_sharpi,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Eccritotarsus_catarinensis,Miridae,Insecta,Arthropoda,Eccritotarsus_catarinensis,eccritotarsus_catarinensis,eccritotarsus_catarinensis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Echinogammarus_marinus,Gammaridae,Crustacea,Arthropoda,Echinogammarus_marinus,echinogammarus_marinus,Echinogammarus_acarinatus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Echinometra_lucunter,Echinometridae,Echinodermata,Echinodermata,Echinometra_lucunter,echinometra_lucunter,echinometra_lucunter,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Echinometra_mathaei,Echinometridae,Echinodermata,Echinodermata,Echinometra_mathaei,echinometra_mathaei,echinometra_mathaei,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Echinometra_oblonga,Echinometridae,Echinodermata,Echinodermata,Echinometra_oblonga,echinometra_oblonga,echinometra_oblonga,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Echinometra_ryukyuensis,Echinometridae,Echinodermata,Echinodermata,Echinometra_ryukyuensis,echinometra_ryukyuensis,Echinometra_insularis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Echinometra_tsumajiroi,Echinometridae,Echinodermata,Echinodermata,Echinometra_tsumajiroi,echinometra_tsumajiroi,Echinometra_vanbrunti,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Elasmopalpus_lignosellus,Pyralidae,Insecta,Arthropoda,Elasmopalpus_lignosellus,elasmopalpus_lignosellus,elasmopalpus_lignosellus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Eldana_saccharina,Pyralidae,Insecta,Arthropoda,Eldana_saccharina,eldana_saccharina,eldana_saccharina,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Eleginops_maclovinus,Eleginopidae,Actinopterygii,Chordata,Eleginops_maclovinus,eleginops_maclovinus,eleginops_maclovinus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Eleutherodactylus_coqui,Eleutherodactylidae,Amphibia,Chordata,Eleutherodactylus_coqui,eleutherodactylus_coqui,Eleutherodactylus_schwartzi,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Encarsia_acaudaleyrodis,Aphelinidae,Insecta,Arthropoda,Encarsia_acaudaleyrodis,encarsia_acaudaleyrodis,encarsia_acaudaleyrodis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Encarsia_citrina,Aphelinidae,Insecta,Arthropoda,Encarsia_citrina,encarsia_citrina,encarsia_citrina,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Encarsia_formosa,Aphelinidae,Insecta,Arthropoda,Encarsia_formosa,encarsia_formosa,encarsia_formosa,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Encarsia_guadeloupae,Aphelinidae,Insecta,Arthropoda,Encarsia_guadeloupae,encarsia_guadeloupae,encarsia_guadeloupae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Encarsia_inaron,Aphelinidae,Insecta,Arthropoda,Encarsia_inaron,encarsia_inaron,encarsia_inaron,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Enchenopa_binotata,Membracidae,Insecta,Arthropoda,Enchenopa_binotata,enchenopa_binotata,enchenopa_binotata,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Engraulis_japonicus,Engraulidae,Actinopterygii,Chordata,Engraulis_japonicus,engraulis_japonicus,engraulis_japonicus,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Enteroctopus_megalocyathus,Enteroctopodidae,Mollusca,Mollusca,Enteroctopus_megalocyathus,enteroctopus_megalocyathus,enteroctopus_megalocyathus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Eodiaptomus_japonicus,Diaptomidae,Crustacea,Arthropoda,Eodiaptomus_japonicus,eodiaptomus_japonicus,eodiaptomus_japonicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Eogammarus_sinensis,Anisogammaridae,Crustacea,Arthropoda,Eogammarus_sinensis,eogammarus_sinensis,Eogammarus_possjeticus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Eotetranychus_carpini,Tetranychidae,Arachnida,Arthropoda,Eotetranychus_carpini,eotetranychus_carpini,eotetranychus_carpini,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Eotetranychus_frosti,Tetranychidae,Arachnida,Arthropoda,Eotetranychus_frosti,eotetranychus_frosti,Eotetranychus_abutilon,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ephestia_kuehniella,Pyralidae,Insecta,Arthropoda,Ephestia_kuehniella,ephestia_kuehniella,ephestia_kuehniella,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Epicauta_impressicornis,Meloidae,Insecta,Arthropoda,Epicauta_impressicornis,epicauta_impressicornis,epicauta_impressicornis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Epilachna_varivestis,Coccinellidae,Insecta,Arthropoda,Epilachna_varivestis,epilachna_varivestis,epilachna_varivestis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Epiphyas_postvittana,Tortricidae,Insecta,Arthropoda,Epiphyas_postvittana,epiphyas_postvittana,epiphyas_postvittana,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Epischura_baikalensis,Temoridae,Crustacea,Arthropoda,Epischura_baikalensis,epischura_baikalensis,epischura_baikalensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Equus_africanus,Equidae,Mammalia,Chordata,Equus_africanus,equus_africanus,Equus_asinus_africanus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Equus_ferus,Equidae,Mammalia,Chordata,Equus_ferus,equus_ferus,equus_ferus,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Eratyrus_mucronatus,Reduviidae,Insecta,Arthropoda,Eratyrus_mucronatus,eratyrus_mucronatus,eratyrus_mucronatus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Eremias_argus,Lacertidae,Reptilia,Chordata,Eremias_argus,eremias_argus,eremias_argus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Eremophila_alpestris,Alaudidae,Aves,Chordata,Eremophila_alpestris,eremophila_alpestris,eremophila_alpestris,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Eretmocerus_corni,Aphelinidae,Insecta,Arthropoda,Eretmocerus_corni,eretmocerus_corni,eretmocerus_corni,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Eretmocerus_hayati,Aphelinidae,Insecta,Arthropoda,Eretmocerus_hayati,eretmocerus_hayati,eretmocerus_hayati,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Eretmocerus_warrae,Aphelinidae,Insecta,Arthropoda,Eretmocerus_warrae,eretmocerus_warrae,eretmocerus_warrae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Eriopis_chilensis,Coccinellidae,Insecta,Arthropoda,Eriopisa_chilkensis,eriopis_chilkensis,Aaages_prior,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Erpobdella_obscura,Erpobdellidae,Annelida,Annelida,Erpobdella_obscura,erpobdella_obscura,erpobdella_obscura,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Etheostoma_lepidum,Percidae,Actinopterygii,Chordata,Etheostoma_lepidum,etheostoma_lepidum,etheostoma_lepidum,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Etheostoma_rafinesquei,Percidae,Actinopterygii,Chordata,Etheostoma_rafinesquei,etheostoma_rafinesquei,etheostoma_rafinesquei,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Euborellia_annulipes,Anisolabididae,Insecta,Arthropoda,Euborellia_annulipes,euborellia_annulipes,euborellia_annulipes,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Eucalanus_californicus,Eucalanidae,Crustacea,Arthropoda,Eucalanus_californicus,eucalanus_californicus,Eucalanus_hyalinus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Euchlanis_dilatata,Euchlanidae,Rotifera,Rotifera,Euchlanis_dilatata,euchlanis_dilatata,euchlanis_dilatata,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Eudiaptomus_gracilis,Diaptomidae,Crustacea,Arthropoda,Eudiaptomus_gracilis,eudiaptomus_gracilis,eudiaptomus_gracilis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Eudiaptomus_graciloides,Diaptomidae,Crustacea,Arthropoda,Eudiaptomus_graciloides,eudiaptomus_graciloides,Eudiaptomus_vulgaris,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Eudocima_salaminia,Erebidae,Insecta,Arthropoda,Eudocima_salaminia,eudocima_salaminia,eudocima_salaminia,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Eudyptes_chrysocome,Spheniscidae,Aves,Chordata,Eudyptes_chrysocome,eudyptes_chrysocome,eudyptes_chrysocome,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Eulachnus_tuberculostemmatus,Aphididae,Insecta,Arthropoda,Eulachnus_tuberculostemmatus,eulachnus_tuberculostemmatus,eulachnus_tuberculostemmatus,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Aquatic,Salt
Eulimnadia_braueriana,Limnadiidae,Crustacea,Arthropoda,Eulimnadia_braueriana,eulimnadia_braueriana,eulimnadia_braueriana,Ectotherm,Mobile,Hermaphrodite,Internal,No,Terrestrial,Terrestrial
Eupolymnia_nebulosa,Terebellidae,Annelida,Annelida,Eupolymnia_nebulosa,eupolymnia_nebulosa,eupolymnia_nebulosa,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Euprymna_tasmanica,Sepiolidae,Mollusca,Mollusca,Euprymna_tasmanica,euprymna_tasmanica,euprymna_tasmanica,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Eurosta_solidaginis,Tephritidae,Insecta,Arthropoda,Eurosta_solidaginis,eurosta_solidaginis,eurosta_solidaginis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Eurygaster_integriceps,Scutelleridae,Insecta,Arthropoda,Eurygaster_integriceps,eurygaster_integriceps,eurygaster_integriceps,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Eurytemora_affinis,Temoridae,Crustacea,Arthropoda,Eurytemora_affinis,eurytemora_affinis,eurytemora_affinis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Euseius_alatus,Phytoseiidae,Arachnida,Arthropoda,Euseius_alatus,euseius_alatus,euseius_alatus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Euseius_alstoniae,Phytoseiidae,Arachnida,Arthropoda,Euseius_alstoniae,euseius_alstoniae,euseius_alstoniae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Euseius_finlandicus,Phytoseiidae,Arachnida,Arthropoda,Euseius_finlandicus,euseius_finlandicus,euseius_finlandicus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Euseius_scutalis,Phytoseiidae,Arachnida,Arthropoda,Euseius_scutalis,euseius_scutalis,euseius_scutalis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Eutetranychus_africanus,Tetranychidae,Arachnida,Arthropoda,Eutetranychus_africanus,eutetranychus_africanus,Eutetranychus_acaciae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Eutropis_multifasciata,Scincidae,Reptilia,Chordata,Eutropis_multifasciata,eutropis_multifasciata,eutropis_multifasciata,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Euura_oligospila,Tenthredinidae,Insecta,Arthropoda,Euura_oligospila,euura_oligospila,euura_oligospila,Ectotherm,Mobile,Parthenogenetic,NA,No,Terrestrial,Terrestrial
Euwallacea_fornicatus,Curculionidae,Insecta,Arthropoda,Euwallacea_fornicatus,euwallacea_fornicatus,euwallacea_fornicatus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Euxoa_auxiliaris,Noctuidae,Insecta,Arthropoda,Euxoa_auxiliaris,euxoa_auxiliaris,euxoa_auxiliaris,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Euzopherodes_vapidella,Pyralidae,Insecta,Arthropoda,Euzopherodes_vapidella,euzopherodes_vapidella,euzopherodes_vapidella,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Evechinus_chloroticus,Echinometridae,Echinodermata,Echinodermata,Evechinus_chloroticus,evechinus_chloroticus,evechinus_chloroticus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Exorista_larvarum,Tachinidae,Insecta,Arthropoda,Exorista_larvarum,exorista_larvarum,exorista_larvarum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Falco_tinnunculus,Falconidae,Aves,Chordata,Falco_tinnunculus,falco_tinnunculus,falco_tinnunculus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Ferrisia_virgata,Pseudococcidae,Insecta,Arthropoda,Ferrisia_virgata,ferrisia_virgata,ferrisia_virgata,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ficedula_albicollis,Muscicapidae,Aves,Chordata,Ficedula_albicollis,ficedula_albicollis,ficedula_albicollis,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Ficedula_hypoleuca,Muscicapidae,Aves,Chordata,Ficedula_hypoleuca,ficedula_hypoleuca,ficedula_hypoleuca,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Fistulobalanus_albicostatus,Balanidae,Crustacea,Arthropoda,Fistulobalanus_albicostatus,fistulobalanus_albicostatus,fistulobalanus_albicostatus,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Folsomia_candida,Isotomidae,Entognatha,Arthropoda,Folsomia_candida,folsomia_candida,folsomia_candida,Ectotherm,Mobile,Parthenogenetic,NA,No,Terrestrial,Terrestrial
Frankliniella_fusca,Thripidae,Insecta,Arthropoda,Frankliniella_fusca,frankliniella_fusca,frankliniella_fusca,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Frankliniella_occidentalis,Thripidae,Insecta,Arthropoda,Frankliniella_occidentalis,frankliniella_occidentalis,frankliniella_occidentalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Franklinothrips,Aeolothripidae,Insecta,Arthropoda,Franklinothrips,franklinothrips,franklinothrips,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Gadus_morhua,Gadidae,Actinopterygii,Chordata,Gadus_morhua,gadus_morhua,Gadus_morhua,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Galendromus_longipilus,Phytoseiidae,Arachnida,Arthropoda,Galendromus_longipilus,galendromus_longipilus,galendromus_longipilus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Galeolaria_caespitosa,Serpulidae,Annelida,Annelida,Galeolaria_caespitosa,galeolaria_caespitosa,galeolaria_caespitosa,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Galerucella_birmanica,Chrysomelidae,Insecta,Arthropoda,Galerucella_birmanica,galerucella_birmanica,galerucella_birmanica,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Galerucella_calmariensis,Chrysomelidae,Insecta,Arthropoda,Galerucella_calmariensis,galerucella_calmariensis,galerucella_calmariensis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Galerucella_pusilla,Chrysomelidae,Insecta,Arthropoda,Galerucella_pusilla,galerucella_pusilla,galerucella_pusilla,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Galleria_mellonella,Pyralidae,Insecta,Arthropoda,Galleria_mellonella,galleria_mellonella,galleria_mellonella,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Gallus_gallus,Phasianidae,Aves,Chordata,Gallus_gallus,gallus_gallus,gallus_gallus,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Gambusia_affinis,Poeciliidae,Actinopterygii,Chordata,Gambusia_affinis,gambusia_affinis,gambusia_affinis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Gambusia_geiseri,Poeciliidae,Actinopterygii,Chordata,Gambusia_geiseri,gambusia_geiseri,gambusia_geiseri,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Gambusia_hispaniolae,Poeciliidae,Actinopterygii,Chordata,Gambusia_hispaniolae,gambusia_hispaniolae,gambusia_hispaniolae,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Gambusia_holbrooki,Poeciliidae,Actinopterygii,Chordata,Gambusia_holbrooki,gambusia_holbrooki,gambusia_holbrooki,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Gammarus_aequicauda,Gammaridae,Crustacea,Arthropoda,Gammarus_aequicauda,gammarus_aequicauda,gammarus_aequicauda,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Gammarus_fossarum,Gammaridae,Crustacea,Arthropoda,Gammarus_fossarum,gammarus_fossarum,gammarus_fossarum,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Gammarus_locusta,Gammaridae,Crustacea,Arthropoda,Gammarus_locusta,gammarus_locusta,gammarus_locusta,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Ganaspis_brasiliensis,Figitidae,Insecta,Arthropoda,Ganaspis_brasiliensis,ganaspis_brasiliensis,Ganaspis_apicalis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Gasterosteus_aculeatus,Gasterosteidae,Actinopterygii,Chordata,Gasterosteus_aculeatus,gasterosteus_aculeatus,gasterosteus_aculeatus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Both
Genypterus_blacodes,Ophidiidae,Actinopterygii,Chordata,Genypterus_blacodes,genypterus_blacodes,genypterus_blacodes,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Geocoris_punctipes,Geocoridae,Insecta,Arthropoda,Geocoris_punctipes,geocoris_punctipes,geocoris_punctipes,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Gladioferens_pectinatus,Centropagidae,Crustacea,Arthropoda,Gladioferens_pectinatus,gladioferens_pectinatus,gladioferens_pectinatus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Glossina_palpalis,Glossinidae,Insecta,Arthropoda,Glossina_palpalis,glossina_palpalis,glossina_palpalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Glyptemys_insculpta,Emydidae,Reptilia,Chordata,Glyptemys_insculpta,glyptemys_insculpta,glyptemys_insculpta,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Gnathopogon_caerulescens,Cyprinidae,Actinopterygii,Chordata,Gnathopogon_caerulescens,gnathopogon_caerulescens,gnathopogon_caerulescens,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Gobiusculus_flavescens,Gobiidae,Actinopterygii,Chordata,Gobiusculus_flavescens,gobiusculus_flavescens,gobiusculus_flavescens,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Gorgonocephalus_eucnemis,Gorgonocephalidae,Echinodermata,Echinodermata,Gorgonocephalus_eucnemis,gorgonocephalus_eucnemis,gorgonocephalus_eucnemis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Gorilla_beringei,Hominidae,Mammalia,Chordata,Gorilla_beringei,gorilla_beringei,gorilla_beringei,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Grapholita_lobarzewskii,Tortricidae,Insecta,Arthropoda,Grapholita_lobarzewskii,grapholita_lobarzewskii,grapholita_lobarzewskii,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Grapholita_molesta,Tortricidae,Insecta,Arthropoda,Grapholita_molesta,grapholita_molesta,grapholita_molesta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Gryllodes_sigillatus,Gryllidae ,Insecta,Arthropoda,Gryllodes_sigillatus,gryllodes_sigillatus,gryllodes_sigillatus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Gryllus_bimaculatus,Gryllidae,Insecta,Arthropoda,Gryllus_bimaculatus,gryllus_bimaculatus,Gryllus_abditus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Habrobracon_hebetor,Braconidae,Insecta,Arthropoda,Habrobracon_hebetor,habrobracon_hebetor,habrobracon_hebetor,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Habronattus_clypeatus,Salticidae,Arachnida,Arthropoda,Habronattus_clypeatus,habronattus_clypeatus,habronattus_clypeatus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Haemaphysalis_longicornis,Ixodidae,Arachnida,Arthropoda,Haemaphysalis_longicornis,haemaphysalis_longicornis,haemaphysalis_longicornis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Haematobia_irritans,Muscidae,Insecta,Arthropoda,Haematobia_irritans,haematobia_irritans,haematobia_irritans,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Haematopus_bachmani,Haematopodidae,Aves,Chordata,Haematopus_bachmani,<U+FEFF>haematopus_bachmani,Haematopus_bachmani,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Haliotis_australis,Haliotidae,Mollusca,Mollusca,Haliotis_australis,haliotis_australis,haliotis_australis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Haliotis_coccoradiata,Haliotidae,Mollusca,Mollusca,Haliotis_coccoradiata,haliotis_coccoradiata,haliotis_coccoradiata,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Haliotis_fulgens,Haliotidae,Mollusca,Mollusca,Haliotis_fulgens,haliotis_fulgens,haliotis_fulgens,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Haliotis_laevigata,Haliotidae,Mollusca,Mollusca,Haliotis_laevigata,haliotis_laevigata,haliotis_laevigata,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Haliotis_rubra,Haliotidae,Mollusca,Mollusca,Haliotis_rubra,haliotis_rubra,Haliotis_asinina,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Haliotis_rufescens,Haliotidae,Mollusca,Mollusca,Haliotis_rufescens,haliotis_rufescens,haliotis_rufescens,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Halocynthia_igaboja,Pyuridae,Tunicata,Chordata,Halocynthia_igaboja,halocynthia_igaboja,halocynthia_igaboja,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Halyomorpha_halys,Pentatomidae,Insecta,Arthropoda,Halyomorpha_halys,halyomorpha_halys,halyomorpha_halys,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Harmonia_axyridis,Coccinellidae,Insecta,Arthropoda,Harmonia_axyridis,harmonia_axyridis,harmonia_axyridis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
