"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Experiment.code","Sex","Shared.Longevity.","Rearing.temperature","diff","reftemp","treattemp","warm.cool","es_reproduction","v_reproduction","es_longevity","v_longevity"
"601","Good","TEMP1492",1297,24,"11C","Oliveira, M. L. M.et al.",2004,"Effect of temperature on the biology of Noctua atlantica (Lepidoptera : Noctuidae), a species endemic to the Azores","10.14411/eje.2004.059","Noctua atlantica","Noctuidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1492A","Female","Yes",NA,-10,25,15,"Cool",1.521123052,0.067170997,2.194568295,0.107393474
"602","Good","TEMP1492",1297,24,"11C","Oliveira, M. L. M.et al.",2004,"Effect of temperature on the biology of Noctua atlantica (Lepidoptera : Noctuidae), a species endemic to the Azores","10.14411/eje.2004.059","Noctua atlantica","Noctuidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1492A","Female","Yes",NA,-5,25,20,"Cool",0.799930335,0.060023042,1.012832746,0.087420505
"603","Good","TEMP1503",1307,25,"11B","Opit, G. P.et al.",2010,"Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures","10.1603/EN10011","Lepinotus reticulatus","Trogiidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1503A","Parthenogenetic","Parthenogenetic",30,-7.5,30,22.5,"Cool",-0.995446745,0.115769929,8.394652151,1.221499496
"604","Good","TEMP1503",1307,25,"11B","Opit, G. P.et al.",2010,"Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures","10.1603/EN10011","Lepinotus reticulatus","Trogiidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1503A","Parthenogenetic","Parthenogenetic",30,-5,30,25,"Cool",0.529492949,0.10446184,4.18811128,0.379145157
"605","Good","TEMP1503",1307,25,"11B","Opit, G. P.et al.",2010,"Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures","10.1603/EN10011","Lepinotus reticulatus","Trogiidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1503A","Parthenogenetic","Parthenogenetic",30,-2.5,30,27.5,"Cool",0.933773689,0.113876404,1.835960954,0.153643926
"606","Good","TEMP1503",1307,25,"11B","Opit, G. P.et al.",2010,"Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures","10.1603/EN10011","Lepinotus reticulatus","Trogiidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1503A","Parthenogenetic","Parthenogenetic",30,2.5,30,32.5,"Warm",0.608038682,0.105883776,-0.733325935,0.108558305
"607","Good","TEMP1503",1307,25,"11B","Opit, G. P.et al.",2010,"Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures","10.1603/EN10011","Lepinotus reticulatus","Trogiidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1503A","Parthenogenetic","Parthenogenetic",30,5,30,35,"Warm",-3.279065747,0.271117301,-3.079676439,0.250939829
"608","Good","TEMP1506",1310,25,"12A","Osman, M. A. M.et al.",2015,"Influence of temperature on some biological attributes and life table analysis of the tomato leaf miner, Tuta absoluta (Lepidoptera; Gelechiidae)",NA,"Tuta absoluta","Gelechiidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Egypt","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP1506A","Female","Female",25,-10,25,15,"Cool",-7.99418278,1.498061632,5.707116954,0.845232999
"609","Good","TEMP1506",1310,25,"12A","Osman, M. A. M.et al.",2015,"Influence of temperature on some biological attributes and life table analysis of the tomato leaf miner, Tuta absoluta (Lepidoptera; Gelechiidae)",NA,"Tuta absoluta","Gelechiidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Egypt","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP1506A","Female","Female",25,-5,25,20,"Cool",-1.095494453,0.191668919,3.851746263,0.475748943
"610","Good","TEMP1506",1310,25,"12A","Osman, M. A. M.et al.",2015,"Influence of temperature on some biological attributes and life table analysis of the tomato leaf miner, Tuta absoluta (Lepidoptera; Gelechiidae)",NA,"Tuta absoluta","Gelechiidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Egypt","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP1506A","Female","Female",25,5,25,30,"Warm",-5.700208914,0.843591285,-1.963819472,0.247012228
"621","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515A","Parthenogenetic","Parthenogenetic",25,-7.5,25,17.5,"Cool",-0.247885663,0.050384046,-0.266341235,0.05044336
"622","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515A","Parthenogenetic","Parthenogenetic",25,-5,25,20,"Cool",-0.193668908,0.050234423,-0.155183861,0.050150513
"623","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515A","Parthenogenetic","Parthenogenetic",25,-2.5,25,22.5,"Cool",-0.202722537,0.050256853,-0.193766862,0.05023466
"624","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515A","Parthenogenetic","Parthenogenetic",25,2.5,25,27.5,"Warm",-0.368989792,0.050850959,-0.269835697,0.050455071
"625","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515B","Parthenogenetic","Parthenogenetic",25,-7.5,25,17.5,"Cool",-0.125487868,0.05009842,-0.118360068,0.050087557
"626","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515B","Parthenogenetic","Parthenogenetic",25,-5,25,20,"Cool",0.02924117,0.050005344,-0.051735141,0.050016728
"627","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515B","Parthenogenetic","Parthenogenetic",25,-2.5,25,22.5,"Cool",-0.216552124,0.050293093,-0.050574787,0.050015986
"628","Good","TEMP1525",1325,25,"12A","Palyvos, N. E.; Emmanouel, N. G.",2011,"Reproduction, survival, and life table parameters of the predatory mite Cheyletus malaccensis (Acari: Cheyletidae) at various constant temperatures","10.1007/s10493-011-9427-7","Cheyletus malaccensis","Cheyletidae","Arachnida","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1525A","Female","Female",25,-7.5,25,17.5,"Cool",-1.978310443,0.142046358,3.530250365,0.243819636
"629","Good","TEMP1525",1325,25,"12A","Palyvos, N. E.; Emmanouel, N. G.",2011,"Reproduction, survival, and life table parameters of the predatory mite Cheyletus malaccensis (Acari: Cheyletidae) at various constant temperatures","10.1007/s10493-011-9427-7","Cheyletus malaccensis","Cheyletidae","Arachnida","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1525A","Female","Female",25,-5,25,20,"Cool",-0.810602132,0.11420129,1.972941787,0.156772652
"630","Good","TEMP1525",1325,25,"12A","Palyvos, N. E.; Emmanouel, N. G.",2011,"Reproduction, survival, and life table parameters of the predatory mite Cheyletus malaccensis (Acari: Cheyletidae) at various constant temperatures","10.1007/s10493-011-9427-7","Cheyletus malaccensis","Cheyletidae","Arachnida","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1525A","Female","Female",25,5,25,30,"Warm",2.073739517,0.146649731,-0.085543046,0.09554166
"631","Good","TEMP1525",1325,25,"12A","Palyvos, N. E.; Emmanouel, N. G.",2011,"Reproduction, survival, and life table parameters of the predatory mite Cheyletus malaccensis (Acari: Cheyletidae) at various constant temperatures","10.1007/s10493-011-9427-7","Cheyletus malaccensis","Cheyletidae","Arachnida","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1525A","Female","Female",25,7.5,25,32.5,"Warm",0.551325126,0.10132587,-0.738455297,0.104269246
"632","Good","TEMP1525",1325,25,"12A","Palyvos, N. E.; Emmanouel, N. G.",2011,"Reproduction, survival, and life table parameters of the predatory mite Cheyletus malaccensis (Acari: Cheyletidae) at various constant temperatures","10.1007/s10493-011-9427-7","Cheyletus malaccensis","Cheyletidae","Arachnida","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1525A","Female","Female",25,10,25,35,"Warm",-0.970990499,0.114719048,-1.357452067,0.126255632
"633","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526A","Parthenogenetic","Parthenogenetic",25,-8,24,16,"Cool",1.302940032,0.606103295,2.098549713,0.775244431
"634","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526A","Parthenogenetic","Parthenogenetic",25,-4,24,20,"Cool",1.362813671,0.616078819,0.958072684,0.557368954
"635","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526A","Parthenogenetic","Parthenogenetic",25,4,24,28,"Warm",-1.373419385,0.61789255,-0.171660867,0.501841716
"636","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526B","Parthenogenetic","Parthenogenetic",25,-8,24,16,"Cool",1.710844078,0.682936716,2.548462486,0.905916315
"637","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526B","Parthenogenetic","Parthenogenetic",25,-4,24,20,"Cool",2.060129077,0.765258239,1.751619326,0.691760642
"638","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526B","Parthenogenetic","Parthenogenetic",25,4,24,28,"Warm",0.868626688,0.54715702,1.130028328,0.579810251
"639","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526C","Parthenogenetic","Parthenogenetic",25,-8,24,16,"Cool",1.447711146,0.630991723,4.966409817,2.041576654
"640","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526C","Parthenogenetic","Parthenogenetic",25,-4,24,20,"Cool",2.026795605,0.756743777,3.816824254,1.410509212
"641","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526C","Parthenogenetic","Parthenogenetic",25,4,24,28,"Warm",0.340703418,0.507254926,0.279023543,0.504865884
"642","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526D","Parthenogenetic","Parthenogenetic",25,-8,24,16,"Cool",0,0.5,2.311780877,0.834020676
