--,Decision,Exclusion reason,Paper code,Paper number,Screening set,Extraction set,Paper,Publication year,Title,DOI,Species latin,Family,Class,Phylum,Sex exposed,Fertilisation mode,Agricultural importance,Lab or field,Animal origin,Stressor variation,Habitat,Country of origin,Continent of origin,Ocean/sea of origin,Exposure duration,Life-stage of animal,Lowest temp below 10°C?,Constant or fluctuating?,Acclimated?,Temperature,Humidity,pH,Salinity,Radiation,Number of stressors,Interaction effects?,Other stressors,Gamete traits,Gonad traits,Reproductive output,Mating behaviour,Survival,Comments,Number of projects,#SURVIVAL,#AQUATIC,#WILD,#SPERM,#COLD,#INTERACTION,...52
Mads F. Schou,Include,NA,TEMP1781,1549,29,13B,"Rukke, B. A.et al.",2018,"Temperature stress deteriorates bed bug (Cimex lectularius) populations through decreased survival, fecundity and offspring success",10.1371/journal.pone.0193788,Cimex lectularius,Cimicidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Mix,Mix,No,Both,No,Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,"Disrupted(fluctuating) treatment omitted as no clear mean, box of 6 adults used as unit of replication in reproduction, as fertility is 2week and 3week combined by authors I also combine 2week and 3week survival so they are comparable and same experimental unit",1,Yes,No,No,No,No,No,NA
Emily Churchill,Include,NA,TEMP1782,1550,30,22A,"Russo, A.et al.",2006,Life fertility tables of Piophila casei L. (Diptera : Piophilidae) reared at five different temperatures,10.1603/0046-225X-35.2.194,Piophila casei,Piophilidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Italy,Europe,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Fecundity, Oviposition rate",NA,Yes,Includes survival curves,1,Yes,No,No,No,No,No,NA
Emily Churchill,Include,NA,TEMP1783,1551,30,22A,"Russo, A.et al.",2004,Life tables of Xylocoris flavipes (Hemiptera : Anthocoridae) feeding on Tribolium castaneum (Coleoptera : Tenebrionidae,10.1016/S0022-474X(02)00082-6,Xylocoris flavipes,Anthocoridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Italy,Europe,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,Data could be harvested from curves (fecundity and survival),1,Yes,No,No,No,No,No,NA
Steve,Include,NA,TEMP179,227,3,3A,"Benedito et al, 2021",2021,Thermal Requirements and Population Viability of Chrysodeixis includens (Lepidoptera: Noctuidae),10.1007/s13744-020-00825-3,Chrysodeixis includens,Noctuidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Claire Smithson,Include,Survival data as survival curve,TEMP1793,1560,30,21B,"Saeed, N.et al.",2018,Combined effect of temperature and Wolbachia infection on the fitness of Drosophila suzukii,NA,Drosophila suzukii,Drosophilidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Italy,Europe,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,Infection (Wolbachia),NA,NA,Egg count,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Emily Churchill,Exclude,No sample size,TEMP1794,1561,30,22A,"Saeed, S.et al.",2019,"Fitness parameters of Plutella xylostella (L.) (Lepidoptera; Plutellidae) at four constant temperatures by using age-stage, two-sex life tables",10.1016/j.sjbs.2018.08.026,Plutella xylostella,Plutellidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Pakistan,Asia,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),Yes,No,No,No,No,1,NA,No,NA,NA,"Fecundity, Oviposition rate",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,Cold hardening,TEMP1796,1563,30,14C,"Saeidi, F.et al.",2017,Rapid Cold Hardening Capacity and Its Impact on Performance of Russian Wheat Aphid (Hemiptera: Aphididae),10.1093/ee/nvx087,Diuraphis noxia,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,Mix,Adult,Yes,Both,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Emily Churchill,Exclude,No sample size,TEMP1797,1564,30,22A,"Saethre, M. G.; Hofsvang, T.",2002,"Effect of temperature on oviposition behavior, fecundity, and fertility in two northern European populations of the codling moth (Lepidoptera : Tortricidae)",10.1603/0046-225X-31.5.804,Cydia pomonella,Tortricidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Norway,Europe,NA,More than 5 days,Mix,No,Both,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,Egg-laying activity,Yes,NA,1,Yes,No,No,No,No,No,NA
Graziella Iossa,Exclude,sample sizes not clear,TEMP18,110,1,25B,"Aghdam, H. R.et al.",2009,Age-Specific Life Table Parameters and Survivorship of an Iranian Population of the Codling Moth (Lepidoptera: Tortricidae) at Different Constant Temperatures,10.1603/008.102.0205,Cydia pomonella,Tortricidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Reproductive period, fertility",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Alessio,Exclude,No sample size,TEMP180,228,3,2B,"Benelli et al, 2017",2017,Effects of Storage at Suboptimal Temperatures on the In Vitro-Reared Parasitoid Exorista larvarum (Diptera: Tachinidae),10.1093/jee/tox169,Exorista larvarum,Tachinidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Mix,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Egg number, Offspring number",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Amanda Bretman,Include,NA,TEMP1805,1570,30,23C,"Sakaki, S.et al.",2019,Effect of low-temperature storage on the life history parameters and voracity of Hippodamia variegata (Coleoptera: Coccinellidae),10.14411/eje.2019.002,Hippodamia variegata,Coccinellidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,Yes,Both,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,"also has fluctuating temp, and different duration cold shock",2,Yes,No,No,No,Yes,No,NA
Fay Frost,Exclude,Natural variation in temp,TEMP1807,1572,30,C,"Salaberria, C.et al.",2014,"Effects of temperature and nest heat exposure on nestling growth, dehydration and survival in a Mediterranean hole-nesting passerine",10.1111/ibi.12121,Sturnus unicolor,Sturnidae,Aves,Chordata,Both sexes,Internal,No,Field,Wild,Natural,Terrestrial,Spain,Europe,NA,Natural variation,Adult,No,Fluctuating,NA,Yes,No,No,No,No,1,NA,No,NA,NA,Clutch size,NA,Yes,NA,2,Yes,No,Yes,No,No,No,NA
Rhonda Snook,Exclude,No extractable data,TEMP1808,1573,30,14A,"Salahi, M.et al.",2014,"Temperature-Dependent Development of the Predator, Scolothrips sexmaculatus (Pergande) (Thysanoptera:Thripidae)",10.26558/ijcst.105051,Scolothrips sexmaculatus,Thripidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Syria,Asia,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Fecundity, Oviposition rate",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Fay Frost,Include,NA,TEMP1809,1574,30,C,"Sales, K.et al.",2018,Experimental heatwaves compromise sperm function and cause transgenerational damage in a model insect,10.1038/s41467-018-07273-z,Tribolium castaneum,Tenebrionidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,"Sperm count, activity and mobility",NA,"Fecundity, Paternity",NA,Yes,NA,2,Yes,No,No,Yes,No,No,NA
Fay Frost,Include,NA,TEMP1810,1575,30,C,"Sales, K.et al.",2021,Fertility and mortality impacts of thermal stress from experimental heatwaves on different life stages and their recovery in a model insect,10.1098/rsos.201717,Tribolium castaneum,Tenebrionidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,"Sperm count, sperm acitivity",Testes size,Offspring production,NA,Yes,NA,2,Yes,No,No,Yes,No,No,NA
Claire Smithson,Exclude,About temperature stress on rice,TEMP1811,1576,30,21B,"SALIM, M.; SAXENA, R. m. d.",1991,TEMPERATURE STRESS AND VARIETAL RESISTANCE IN RICE - EFFECTS ON WHITEBACKED PLANTHOPPER,10.2135/cropsci1991.0011183X003100060048x,Sogatella furcifera,Delphacidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Japan,Asia,NA,More than 5 days,Adult,No,Fluctuating,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Include,NA,TEMP1814,1579,30,14B,"Sambucetti, P.et al.",2015,Patterns of longevity and fecundity at two temperatures in a set of heat-selected recombinant inbred lines of Drosophila melanogaster,10.1007/s10522-015-9606-8,Drosophila melanogaster,Drosophilidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Adult,No,Constant,Yes (multiple generations),Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,Experimental evolution,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Include,NA,TEMP1818,1581,30,14A,"Sanchez, J. A.; Lacasa, A.",2002,Modelling population dynamics of Orius laevigatus and O-albidipennis (Hemiptera : Anthocoridae) to optimize their use as biological control agents of Frankliniella occidentalis (Thysanoptera : Thripidae),10.1079/BER2001136,"Orius laevigatus, Orius arbidipennis",Anthocoridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Include,NA,TEMP1819,1582,30,14A,"Sanchez, J. A.et al.",2009,"Life history parameters for Nesidiocoris tenuis (Reuter) (Het., Miridae) under different temperature regimes",10.1111/j.1439-0418.2008.01342.x,Nesidiocoris tenuis,Miridae,Insecta,Arthropoda,Both sexes,Internal,Mix,Lab,Wild-caught,Experimental,Terrestrial,Spain,Europe,NA,Mix,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,No sample size,TEMP1821,1584,30,14A,"SANDS, D.et al.",1991,"EFFECTS OF TEMPERATURE ON DEVELOPMENT AND SEASONALITY OF EUDOCIMA-SALAMINIA (LEPIDOPTERA, NOCTUIDAE) IN EASTERN AUSTRALIA",10.1017/S0007485300033563,Eudocima salaminia,Erebidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Australia,Australasia,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,Percentage of mates adults,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Include,NA,TEMP1823,1586,30,14B,"Sanpradit, P.et al.",2020,Temperature and concentration of ZnO particles affect life history traits and oxidative stress in Daphnia magna,10.1016/j.aquatox.2020.105517,Daphnia magna,Daphniidae,Crustacea,Arthropoda,Parthenogenetic,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,ZnO concentration,NA,NA,"Number of eggs, number of juveniles",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,No temp/fecundity data,TEMP1834,1596,30,14A,"Sasmita, H. I.et al.",2019,"Effects of larval diets and temperature regimes on life history traits, energy reserves and temperature tolerance of male Aedes aegypti (Diptera: Culicidae): optimizing rearing techniques for the sterile insect programmes",10.1186/s13071-019-3830-z,Aedes aegypti,Culicidae,Insecta,Arthropoda,Both sexes,Internal,Other,Lab,Lab-reared,Experimental,Both,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,Diet,NA,NA,"Female fertilisation success, amount of sperm in spermatheca",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Include,NA,TEMP1835,1597,30,14B,"Satar, G.et al.",2019,"Some Demographic Parameters of Lysiphlebus confusus, L. fabarum, and L. testaceipes (Hymenoptera: Braconidae: Aphidiinae)",10.1093/jee/toz041,"Lysiphlebus confusus, Lysiphlebus fabarum, Lysiphlebus testaceipes",Braconidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Number of eggs per female, lifetime number of eggs",NA,Yes,Intrinsic population growth rate provided,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,Survival curve,TEMP1836,1598,30,14B,"Satar, S.et al.",2005,Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera : Aphididae) on cucumber,10.1007/s10340-005-0082-9,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Nymph number,NA,Yes,population growth rate provided,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,No sample size,TEMP1837,1599,30,14A,Satishchandra al.,2018,"Effect of Temperature and CO2 on Population Growth of South American Tomato Moth, Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) on Tomato",10.1093/jee/toy143,Tuta absoluta,Gelechiidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,India,Asia,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,CO2,NA,NA,Fecundity,NA,Yes,"Mulitple stressor with CO2, population growth rate",1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,No useable data,TEMP1840,1602,31,14B,"Saussure et al, 2019",2019,"Effect of three isolates of Pandora neoaphidis from a single population of Sitobion avenae on mortality, speed of kill and fecundity of S. avenae and Rhopalosiphum padi at different temperatures",10.1016/j.funeco.2019.03.004,"Sitobion avenae, Rhopalosiphum padi",Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,Pathogen,NA,NA,"daily fecundity, lifetime fecundity",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Amanda Bretman,Exclude,sample sizes not clear,TEMP1845,1606,31,23C,"Scaccini et al, 2020",2020,Lethal and sub-lethal effects of low-temperature exposures on Halyomorpha halys (Hemiptera: Pentatomidae) adults before and after overwintering,10.1038/s41598-020-72120-5,Halyomorpha halys,Pentatomidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Semi-natural,Wild-caught,Experimental,Terrestrial,Italy,Europe,NA,Less than 24 hrs,Adult,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Rhonda Snook,Include,NA,TEMP1854,1614,31,14B,"Schöller and Hassan, 2001",2001,Comparative biology and life tables of Trichogramma evanescens and T-cacoeciae with Ephestia elutella as host at four constant temperatures,10.1046/j.1570-7458.2001.00754.x,"Trichogramma evanescens, Trichogramma cacoeciae",Trichogrammatidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,population growth rate provided,1,Yes,No,No,No,No,No,NA
Alessio,Exclude,sample sizes not clear,TEMP186,232,3,2B,"Berger et al, 2008",2008,What limits insect fecundity? Body size- and temperature-dependent egg maturation and oviposition in a butterfly,10.1111/j.1365-2435.2008.01392.x,Pararge aegeria,Nymphalidae,Insecta,Arthropoda,Females only,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Sweden,Europe,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,Egg maturation rate,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Amanda Bretman,Exclude,Fluctuating temp. Same mean,TEMP1861,1621,31,23C,"Schwartz et al, 2016",2016,Effects of fluctuating temperature and food availability on reproduction and lifespan,10.1016/j.exger.2016.06.010,Daphnia pulex,Daphniidae,Crustacea,Arthropoda,Parthenogenetic,Internal,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Fluctuating,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,Yes,No,No,No,No,NA
Fay Frost,Include,NA,TEMP1862,1622,31,NA,"Schwarz, H.; Walzl, M. m. s.",1996,"Pairing, oviposition and development in two sibling species of phoretic mites (Acari: Mesostigmata: Parasitidae: Poecilochirus spp) associated with burying beetles (Coleoptera: Silphidae: Nicrophorus spp)",10.1080/00222939600771251,Poecilochirus carabi,Parasitidae,Arachnida,Arthropoda,Both Sexes,Internal,no,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hours,Adults,no,constant,no,yes,no,no,no,no,1,no,no,NA,NA,egg number,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhonda Snook,Include,NA,TEMP1865,1624,31,14B,Seager 1991,1991,EFFECTS OF HIGH-TEMPERATURE STRESS ON ADULTS AND EGGS OF DROSOPHILA-ROBUSTA AND D-TRIPUNCTATA,10.2307/2426156,"Drosophila robusta, Drosophila tripunctata",Drosophilidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"male fertility, female fertility",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,age-specific fecundity,TEMP1866,1625,31,14B,"Seehausen et al, 2017",2017,Developmental and reproductive responses of the spruce budworm (Lepidoptera: Tortricidae) parasitoid Tranosema rostrale (Hymenoptera: Ichneumonidae) to temperature,10.1016/j.jinsphys.2016.11.008,Tranosema rostrale,Ichneumonidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Canada,North America,NA,More than 5 days,Adult,No,Fluctuating,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Exclude,No SD,TEMP1871,1628,31,14A,"Sengonca et al, 2004",2004,Life table of the entomophagous ladybird Serangium parcesetosum Sicard (Coleoptera : Coccinellidae) by feeding on Bemisia tabaci (Genn.) (Homoptera : Aleyrodidae) as prey at two different temperatures and plant species,NA,Serangium parcesetosum,Coccinellidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,No standard error provided on fecundity data but there is extractable data for survival,1,Yes,No,No,No,No,No,NA
Fay Frost,Include,NA,TEMP1873,1631,31,C,"Seo et al, 2020",2020,"Development, Reproduction, and Life Table Parameters of the Foxglove Aphid, Aulacorthum solani Kaltenbach (Hemiptera: Aphididae), on Soybean at Constant Temperatures",10.3390/insects11050296,Aulacorthum solani,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Fay Frost,Exclude,Survival curve,TEMP1884,1640,31,C,"Seyahooei et al, 2018",2018,Temperature and Exposure Time in Cold Storage Reshape Parasitic Performance of Habrobracon hebetor (Hymenoptera: Braconidae),10.1093/jee/toy004,Habrobracon hebetor,Braconidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Steve,Exclude,sample sizes not clear,TEMP189,233,3,3A,"Berkebile et al, 2006",2006,Laboratory environment effects on the reproduction and mortality of adult screwworm (Diptera : Calliphoridae,10.1590/S1519-566X2006000600010,Cochliomyia hominivorax,Calliphoridae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,"Food, density, photoperiod",Egg size,Ovarian development,Egg fertility,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Fay Frost,Include,NA,TEMP1893,1646,31,NA,"SHANOWER, T.et al.",1993,"DEVELOPMENT AND FECUNDITY OF SESAMIA-CALAMISTIS (LEPIDOPTERA, NOCTUIDAE) AND ELDANA-SACCHARINA (LEPIDOPTERA, PYRALIDAE",10.1017/S0007485300034726,"Sesamia calamistis, Eldana saccharina","Noctudae, Pyralidae",Insecta,Arthropoda,Both Sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,mix,no,constant,no,yes,no,no,no,no,1,no,no,NA,NA,egg number,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fay Frost,Include,NA,TEMP1894,1647,31,NA,SHANOWER & GUTIERREZ,1993,"EFFECT OF TEMPERATURE ON DEVELOPMENT RATES, FECUNDITY AND LONGEVITY OF THE GROUNDNUT LEAF MINER, APROAEREMA-MODICELLA (LEPIDOPTERA, GELECHIIDAE), IN INDIA",10.1017/S0007485300029321,Aproaerema modicella,Gelechiidae,Insecta,Arthropoda,Both Sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,mix,no,constant,no,yes,no,no,no,no,1,no,no,NA,NA,egg number,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhonda Snook,Exclude,No useable data,TEMP1896,1649,31,14B,"Sharifi et al, 2010",2010,The effect of frizzle gene and dwarf gene on reproductive performance of broiler breeder dams under high and normal ambient temperatures,10.3382/ps.2010-00921,Gallus gallus,Phasianidae,Aves,Chordata,Females only,Internal,Other,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,Diet,NA,NA,"egg production, fertility",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Alessio,Exclude,Survival only,TEMP19,111,1,2A,"Aguila, L. C. R.et al.",2020,Temperature-Dependent Demography and Population Projection of Tamarixia radiata (Hymenoptera: Eulophidea) reared on Diaphorina citri (Hemiptera: Liviidae),10.1093/jee/toz247,Tamarixia radiata,Eulophidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Rhonda Snook,Include,NA,TEMP1907,1658,32,14A,"Shi, B. K.et al. (a)",2014,"Interactive Effects of Elevated CO2 and Temperature on Rice Planthopper, Nilaparvata lugens",10.1016/S2095-3119(14)60804-2,Nilaparvata lugens,Delphacidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Fluctuating,No,Yes,No,No,No,No,1,NA,CO2,NA,NA,Number of offspring,NA,Yes,MULTIPLE STRESSOR WITH CO2,1,Yes,No,No,No,No,No,NA
